Question ID,Question,Answer,Category
Q0007438,Do you offer a student discount?,We are currently offering a 20% discount on all items.,Discounts
Q0007439,What are your store hours?,Curbside pickup is available for online orders at select locations.,Store Info
Q0007440,Has my order #78051 been shipped?,Your order #78051 is currently being processed and will be shipped soon.,Order Status
Q0007441,Do you offer a student discount?,Multiple discount codes cannot be combined in a single order.,Discounts
Q0007442,What is the process to return an item?,Exchanges are available for items within 30 days of purchase.,Return/Exchange
Q0007443,Where is my order #92931?,Your order #92931 has been shipped and is on its way.,Order Status
Q0007444,Do you offer curbside pickup?,The nearest store is located at 123 Main Street.,Store Info
Q0007445,Do you have in-store pickup?,The nearest store is located at 123 Main Street.,Store Info
Q0007446,Can you tell me the status of my order #55677?,Your order #55677 has been shipped and is on its way.,Order Status
Q0007447,How do I return the item I bought?,Exchanges are available for items within 30 days of purchase.,Return/Exchange
Q0007448,How long does shipping take?,You can change your shipping address within 24 hours of placing your order.,Shipping
Q0007449,"I see a payment error on my invoice, can you help?",You can update your payment method by visiting your account settings.,Payment Issue
Q0007450,Do you have in-store pickup?,Curbside pickup is available for online orders at select locations.,Store Info
Q0007451,Do you offer curbside pickup?,In-store pickup is available at all of our locations.,Store Info
Q0007452,What are your store hours?,In-store pickup is available at all of our locations.,Store Info
Q0007453,Do you have in-store pickup?,"Our stores are open from 9 AM to 9 PM, Monday to Saturday.",Store Info
Q0007454,Do you offer a student discount?,You can apply a discount code at checkout to receive a discount.,Discounts
Q0007455,How long does shipping take?,We offer standard and expedited shipping options.,Shipping
Q0007456,Can you tell me more about this product?,"Yes, we have this jacket available in size M.",Product Information
Q0007457,Is this dress available in blue?,"Yes, we have this jacket available in size M.",Product Information
Q0007458,How long does shipping take?,We offer standard and expedited shipping options.,Shipping
Q0007459,When will my order #56541 be delivered?,Your order #56541 is currently in transit and will be delivered soon.,Order Status
Q0007460,What is your return policy?,"Our return policy allows returns within 30 days, provided the item is in its original condition.",Return/Exchange
Q0007461,What is your return policy?,Exchanges are available for items within 30 days of purchase.,Return/Exchange
Q0007462,Can I change my shipping address for order #66645?,"Yes, we offer expedited shipping for an additional fee.",Shipping
Q0007463,Are there any ongoing sales?,We offer a 10% discount to students with a valid ID.,Discounts
Q0007464,Has my order #64375 been shipped?,Your order #64375 is out for delivery and should arrive today.,Order Status
Q0007465,How do I apply a discount code?,We are currently offering a 20% discount on all items.,Discounts
Q0007466,What are the shipping options?,You can change your shipping address within 24 hours of placing your order.,Shipping
Q0007467,Can I combine multiple discount codes?,Multiple discount codes cannot be combined in a single order.,Discounts
Q0007468,What is the process to return an item?,"To return an item, visit our returns page and follow the instructions.",Return/Exchange
Q0007469,Has my order #28488 been shipped?,Your order #28488 is currently being processed and will be shipped soon.,Order Status
Q0007470,Has my order #91698 been shipped?,Your order #91698 has been shipped and is on its way.,Order Status
Q0007471,Can you tell me the status of my order #59181?,Your order #59181 is out for delivery and should arrive today.,Order Status
Q0007472,How do I return the item I bought?,"To return an item, visit our returns page and follow the instructions.",Return/Exchange
Q0007473,Can you tell me the status of my order #69076?,Your order #69076 is out for delivery and should arrive today.,Order Status
Q0007474,"I see a payment error on my invoice, can you help?","If you were charged twice, please contact our support team for assistance.",Payment Issue
Q0007475,Do you have this jacket in size M?,The dress is available in blue and several other colors.,Product Information
Q0007476,What are the shipping options?,"Yes, we offer expedited shipping for an additional fee.",Shipping
Q0007477,What is the process to return an item?,Exchanges are available for items within 30 days of purchase.,Return/Exchange
Q0007478,How long does shipping take?,You can change your shipping address within 24 hours of placing your order.,Shipping
Q0007479,How do I return the item I bought?,"To return an item, visit our returns page and follow the instructions.",Return/Exchange
Q0007480,Where is my order #98640?,Your order #98640 is out for delivery and should arrive today.,Order Status
Q0007481,Has my order #52502 been shipped?,Your order #52502 is currently in transit and will be delivered soon.,Order Status
Q0007482,Why was I charged twice for my order?,Discount codes can be applied at checkout to receive a discount on your order.,Payment Issue
Q0007483,Do you have this jacket in size M?,"Yes, we have this jacket available in size M.",Product Information
Q0007484,How long does shipping take?,"Yes, we offer expedited shipping for an additional fee.",Shipping
Q0007485,Where is the nearest store?,"Our stores are open from 9 AM to 9 PM, Monday to Saturday.",Store Info
Q0007486,Is this dress available in blue?,The dress is available in blue and several other colors.,Product Information
Q0007487,Why was I charged twice for my order?,You can update your payment method by visiting your account settings.,Payment Issue
Q0007488,Is this dress available in blue?,"Yes, we have this jacket available in size M.",Product Information
Q0007489,Can you tell me the status of my order #26329?,Your order #26329 has been shipped and is on its way.,Order Status
Q0007490,Can you tell me the status of my order #20589?,Your order #20589 is currently being processed and will be shipped soon.,Order Status
